effective_date,name,old_ticker,new_ticker,reason
4/27/2016,M-Resources Group Ltd,MJD1 GR,MJD3 GR,Reverse Stock Split
4/27/2016,MaxPoint Interactive Inc,0MX GR,0MX1 GR,Unofficial Change to Comply with Exchange
4/27/2016,KONZUM Befektetesi es Vagyonkezelo Nyrt,KNZ2 GR,KNZ3 GR,Unofficial Change to Comply with Exchange
4/28/2016,Endomines AB,ED0 GR,ED01 GR,Reverse Stock Split
4/28/2016,Westbridge Energy Corp,PUQ2 GR,PUQ3 GR,Reverse Stock Split
4/28/2016,Alloycorp Mining Inc,02V GR,02V1 GR,Reverse Stock Split
4/29/2016,Renaissance Asia Silk Road Group Ltd,GG5 GR,GG51 GR,Reverse Stock Split
5/2/2016,VBI Vaccines Inc,LO9 GR,LO91 GR,Reverse Stock Split
5/3/2016,Harworth Group PLC,UK6 GR,UK6A GR,Reverse Stock Split
5/3/2016,Integrity Gaming Corp,2PY GR,2PY1 GR,Reverse Stock Split
5/3/2016,Prospera Energy Inc,OF6A GR,OF6B GR,Unofficial Change to Comply with Exchange
5/4/2016,NetEnt AB,KT0Q GR,KT0R GR,Unofficial Change to Comply with Exchange
5/5/2016,Gunkul Engineering PCL,UG3 GR,UG3A GR,Unofficial Change to Comply with Exchange
5/5/2016,China Huarong Energy Co Ltd,XYT GR,XYTA GR,Unofficial Change to Comply with Exchange
5/5/2016,Halio Energy Inc,TD61 GR,TD62 GR,Unofficial Change to Comply with Exchange
5/6/2016,VP Bank AG,3VF GR,3VFN GR,Reclassification of Shares
5/6/2016,Flughafen Zurich AG,UZA GR,UZAA GR,Reverse Stock Split
5/6/2016,Ekso Bionics Holdings Inc,23E GR,23E1 GR,Reverse Stock Split
5/6/2016,Sartorius Stedim Biotech,56S GR,56S1 GR,Reverse Stock Split
5/9/2016,Croda International PLC,6CM GR,6CMA GR,Reverse Stock Split
5/9/2016,InterContinental Hotels Group PLC,IC1D GR,IC1F GR,Unofficial Change to Comply with Exchange
5/9/2016,InterContinental Hotels Group PLC,IC1E GR,IC1N GR,Unofficial Change to Comply with Exchange
5/9/2016,Macarthur Minerals Ltd,MML GR,MMLA GR,Unofficial Change to Comply with Exchange
5/9/2016,Asensus Surgical Inc,CEL GR,2TX GR,Unofficial Change to Comply with Exchange
5/9/2016,Afrika Gold AG,GOG1 GR,GOG GR,Reclassification of Shares
5/10/2016,Peruvian Metals Corp,6D7 GR,6D71 GR,Reverse Stock Split
5/10/2016,Microbot Medical Inc,CY9A GR,CY9B GR,Unofficial Change to Comply with Exchange
5/11/2016,Debao Property Development Ltd,DE7 GR,DE71 GR,Unofficial Change to Comply with Exchange
5/11/2016,Cinedigm Corp,IQ5 GR,IQ51 GR,Unofficial Change to Comply with Exchange
5/11/2016,Synertone Communication Corp,S0Y GR,S0Y1 GR,Unofficial Change to Comply with Exchange
5/12/2016,SMART Technologies Inc,2SA GR,2SAA GR,Unofficial Change to Comply with Exchange
5/12/2016,Master Glory Group Ltd,HNY6 GR,HNY GR,Unofficial Change to Comply with Exchange
5/13/2016,Globus Maritime Ltd,GLRA GR,0G9 GR,Unofficial Change to Comply with Exchange
5/13/2016,Plus Therapeutics Inc,XMPA GR,XMPB GR,Unofficial Change to Comply with Exchange
5/13/2016,Inventus Mining Corp,3GI GR,3GIA GR,Unofficial Change to Comply with Exchange
5/13/2016,TerraVia Holdings Inc,S7Y GR,AH7 GR,Unofficial Change to Comply with Exchange
5/17/2016,Unilife Corp,4UL GR,4UL1 GR,Unofficial Change to Comply with Exchange
5/17/2016,China Power New Energy Development Co Ltd,ORR GR,ORR1 GR,Unofficial Change to Comply with Exchange
5/17/2016,Enea AB,EED3 GR,EED4 GR,Unofficial Change to Comply with Exchange
5/18/2016,Comstock Metals Ltd,C75 GR,C751 GR,Unofficial Change to Comply with Exchange
5/18/2016,Direxion Daily Junior Gold Miners Index Bear 2X Shares,0DFQ GR,0DF5 GR,Unofficial Change to Comply with Exchange
5/19/2016,BE Group AB,BGA GR,BGA1 GR,Reverse Stock Split
5/19/2016,Osisko Development Corp,3OZ GR,3OZ1 GR,Unofficial Change to Comply with Exchange
5/19/2016,ePlay Digital Inc,2NY1 GR,2NY2 GR,Unofficial Change to Comply with Exchange
5/19/2016,Trention AB,OPO GR,OPO1 GR,Unofficial Change to Comply with Exchange
5/20/2016,South Shore Holdings Ltd,KY2A GR,KY2E GR,Unofficial Change to Comply with Exchange
5/20/2016,PetroQuest Energy Inc,PE4 GR,PE41 GR,Unofficial Change to Comply with Exchange
5/20/2016,Dominion Lending Centres Inc,B6M1 GR,B6M2 GR,Unofficial Change to Comply with Exchange
5/23/2016,Auden AG,KKLK GR,AD1 GR,No Reason Supplied by Exchange
5/24/2016,Clere AG,BAFK GR,CAG GR,No Reason Supplied by Exchange
5/24/2016,Aloro Mining Corp,4LP GR,4LPP GR,Unofficial Change to Comply with Exchange
5/24/2016,Rich Goldman Holdings Ltd,MRU2 GR,MRU3 GR,Unofficial Change to Comply with Exchange
5/24/2016,IBC Advanced Alloys Corp,JRB1 GR,JRB2 GR,Unofficial Change to Comply with Exchange
5/25/2016,Full Apex Holdings Ltd,36F GR,36FA GR,Reverse Stock Split
5/25/2016,Demant A/S,WDH GR,WDH1 GR,Reverse Stock Split
5/25/2016,Finsoft Financial Investment Holdings Ltd,FI82 GR,FI83 GR,Reverse Stock Split
5/25/2016,Pacific Drilling SA,PD6 GR,PD61 GR,Reverse Stock Split
5/27/2016,Kinnevik AB,IV6B GR,IV6C GR,Unofficial Change to Comply with Exchange
5/27/2016,Fingerprint Cards AB,FPQ GR,FPQ1 GR,Unofficial Change to Comply with Exchange
5/27/2016,Mullen Automotive Inc,1N5 GR,1N51 GR,Unofficial Change to Comply with Exchange
5/27/2016,Metallic Minerals Corp,9MM GR,9MM1 GR,Unofficial Change to Comply with Exchange
5/27/2016,Nibe Industrier AB,NJBB GR,NJBC GR,Unofficial Change to Comply with Exchange
5/30/2016,China Recycling Energy Corp,CR9 GR,CR9N GR,Reverse Stock Split
5/30/2016,Brickell Biotech Inc,VCC GR,VCC1 GR,Unofficial Change to Comply with Exchange
5/31/2016,Inception Mining Inc,62A1 GR,62A2 GR,Reverse Stock Split
5/31/2016,Cyclacel Pharmaceuticals Inc,UXI1 GR,UXI3 GR,Unofficial Change to Comply with Exchange
5/31/2016,Kintara Therapeutics Inc,3DM GR,3DM1 GR,Unofficial Change to Comply with Exchange
6/1/2016,Azarga Metals Corp,TGPN GR,TGPP GR,Unofficial Change to Comply with Exchange
6/1/2016,California Resources Corp,1CL GR,1CLB GR,Unofficial Change to Comply with Exchange
6/2/2016,K92 Mining Inc,O8T GR,92K GR,Unofficial Change to Comply with Exchange
6/2/2016,Waste Connections Inc,UI5 GR,UI51 GR,Unofficial Change to Comply with Exchange
6/3/2016,Real Goods Solar Inc,4FJ1 GR,4FJ2 GR,Unofficial Change to Comply with Exchange
6/6/2016,Ascent Solar Technologies Inc,A8M1 GR,A8M2 GR,Reverse Stock Split
6/7/2016,Valeo,VSA GR,VSA2 GR,Reverse Stock Split
6/7/2016,Silver Elephant Mining Corp,1P2 GR,1P2N GR,Reverse Stock Split
6/7/2016,JCK Legacy Co,MCAA GR,MCAB GR,Unofficial Change to Comply with Exchange
6/7/2016,Nyrstar NV,3NY GR,3NY1 GR,Company Request
6/10/2016,Media & Games Invest SE,XNH GR,SRH GR,Unofficial Change to Comply with Exchange
6/10/2016,DF Deutsche Forfait AG,DFT GR,DFTK GR,Reverse Stock Split
6/10/2016,Avocet Mining PLC,MQF GR,MQFA GR,Reverse Stock Split
6/13/2016,Talos Petroleum LLC,SEQ GR,SEQ1 GR,Unofficial Change to Comply with Exchange
6/13/2016,Petro Rio SA,8HPB GR,8HPC GR,Unofficial Change to Comply with Exchange
6/13/2016,Apollo Endosurgery Inc,HQ8A GR,HQ8E GR,Unofficial Change to Comply with Exchange
6/14/2016,NG Energy International Corp,56P GR,56PP GR,Reverse Stock Split
6/16/2016,Aviat Networks Inc,HSD GR,HSD1 GR,Unofficial Change to Comply with Exchange
6/20/2016,Anderson Energy Inc,8DA GR,8DA1 GR,Unofficial Change to Comply with Exchange
6/20/2016,Tellza Inc,092 GR,092N GR,Unofficial Change to Comply with Exchange
6/20/2016,Direxion Daily Gold Miners Index Bear 2X Shares,V321 GR,V324 GR,Unofficial Change to Comply with Exchange
6/21/2016,Fantasy Aces Daily Fantasy Sports Corp,5PR1 GR,5PR2 GR,Unofficial Change to Comply with Exchange
6/21/2016,Crossroads Systems Inc,7CS GR,7CS1 GR,Unofficial Change to Comply with Exchange
6/21/2016,Star Bulk Carriers Corp,4FAN GR,4FAP GR,Unofficial Change to Comply with Exchange
6/21/2016,Endurance RP Ltd,RPG GR,RPGA GR,Unofficial Change to Comply with Exchange
6/22/2016,Italiaonline SpA,SP7B GR,SP7C GR,Name Change
6/22/2016,VTTI Energy Partners LP,OVT GR,0VT GR,Unofficial Change to Comply with Exchange
6/23/2016,E-Commodities Holdings Ltd,WWY GR,WWY1 GR,Unofficial Change to Comply with Exchange
6/23/2016,Kuros Biosciences AG,YTS GR,YTSN GR,Unofficial Change to Comply with Exchange
6/23/2016,US Energy Corp,UE2 GR,UE21 GR,Reverse Stock Split
6/24/2016,Flughafen Wien AG,FLW GR,FLW1 GR,Reverse Stock Split
6/24/2016,ThreeD Capital Inc,B5K GR,B5K1 GR,Reverse Stock Split
6/27/2016,pferdewetten.de AG,EMH2 GR,EMH3 GR,Unofficial Change to Comply with Exchange
6/27/2016,Millennial Lithium Corp,A3N1 GR,A3N2 GR,Unofficial Change to Comply with Exchange
6/27/2016,Domino's Pizza Group PLC,DKOA GR,DKOB GR,Unofficial Change to Comply with Exchange
6/27/2016,UBM Ltd/Jersey,UNQ GR,UNQ1 GR,Unofficial Change to Comply with Exchange
6/27/2016,Sonoma Pharmaceuticals Inc,O8Z1 GR,O8Z2 GR,Unofficial Change to Comply with Exchange
6/28/2016,Tribune Publishing Co,6T7 GR,6T71 GR,Unofficial Change to Comply with Exchange
6/29/2016,Ashanti Gold Corp,GFU1 GR,GFU2 GR,Reverse Stock Split
6/29/2016,Qualstar Corp,QST GR,QST1 GR,Unofficial Change to Comply with Exchange
6/30/2016,HolidayCheck Group AG,TFA GR,HOC GR,Unofficial Change to Comply with Exchange
6/30/2016,M-Resources Group Ltd,MJD3 GR,MJD4 GR,Unofficial Change to Comply with Exchange
7/1/2016,Confederation Minerals Ltd,070 GR,0701 GR,Unofficial Change to Comply with Exchange
7/1/2016,Mariana Resources Ltd,JT4 GR,JT41 GR,Unofficial Change to Comply with Exchange
7/1/2016,Advanced Oncotherapy PLC,R3I GR,R3I1 GR,Unofficial Change to Comply with Exchange
7/4/2016,AAC Technologies Holdings Inc,A2X GR,A2XN GR,Unofficial Change to Comply with Exchange
7/4/2016,Wesdome Gold Mines Ltd,RKV GR,RKVA GR,Unofficial Change to Comply with Exchange
7/4/2016,Herc Holdings Inc,H9B GR,H9B1 GR,Name Change
7/4/2016,Axcelis Technologies Inc,XXA GR,XXA1 GR,Reverse Stock Split
7/5/2016,Torex Gold Resources Inc,73G GR,73GN GR,Unofficial Change to Comply with Exchange
7/5/2016,Dynamic Technologies Group Inc,15E GR,73E GR,Unofficial Change to Comply with Exchange
7/7/2016,Hannan Metals Ltd,C8MP GR,C8MQ GR,Reverse Stock Split
7/7/2016,Imagi International Holdings Ltd,BOI5 GR,BOI6 GR,Reverse Stock Split
7/7/2016,King's Bay Resources Corp,KGB GR,KGB1 GR,Reverse Stock Split
7/8/2016,PetroTal Corp,SER GR,SER1 GR,Unofficial Change to Comply with Exchange
7/8/2016,Towerstream Corp,23T GR,23T1 GR,Unofficial Change to Comply with Exchange
7/8/2016,kneat.com inc,FOB GR,FOBK GR,Unofficial Change to Comply with Exchange
7/11/2016,Red Electrica Corp SA,RE2 GR,RE21 GR,Reverse Stock Split
7/11/2016,Castle Resources Inc,1CA1 GR,1CA2 GR,Reverse Stock Split
7/11/2016,Emmis Communications Corp,EC2 GR,EC21 GR,Unofficial Change to Comply with Exchange
7/12/2016,Fort St James Nickel Corp,WL3N GR,WL3P GR,Reverse Stock Split
7/14/2016,Orexigen Therapeutics Inc,JXS GR,JXS1 GR,Reverse Stock Split
7/14/2016,James Halstead PLC,HSJ GR,HSJA GR,Unofficial Change to Comply with Exchange
7/18/2016,Koninklijke Ahold Delhaize NV,AHOF GR,AHOG GR,Reverse Stock Split
7/18/2016,Axion Power International Inc,2AT2 GR,2AT3 GR,Unofficial Change to Comply with Exchange
7/18/2016,Sino Splendid Holdings Ltd,HKM1 GR,HKM2 GR,Unofficial Change to Comply with Exchange
7/20/2016,CGG SA,CGG1 GR,GDGE GR,Reverse Stock Split
7/20/2016,Apex Resources Inc,RZN GR,RZN1 GR,Unofficial Change to Comply with Exchange
7/20/2016,CGG SA,GDGA GR,GDGF GR,Unofficial Change to Comply with Exchange
7/20/2016,Clearday Inc,ST7B GR,ST7C GR,Unofficial Change to Comply with Exchange
7/20/2016,Martinrea International Inc,O3M GR,03M GR,Unofficial Change to Comply with Exchange
7/21/2016,Diagnostic Medical Systems/Pais,DMS GR,DMS1 GR,No Reason Supplied by Exchange
7/21/2016,Koninklijke Ahold Delhaize NV,AHOC GR,AHOD GR,Reverse Stock Split
7/21/2016,Lightbridge Corp,N7OL GR,N7OM GR,Unofficial Change to Comply with Exchange
7/21/2016,Skyharbour Resources Ltd,SC1N GR,SC1P GR,Unofficial Change to Comply with Exchange
7/22/2016,Rennova Health Inc,TG2 GR,TG2R GR,Unofficial Change to Comply with Exchange
7/22/2016,Pinetree Capital Ltd,PI1 GR,PI1A GR,Unofficial Change to Comply with Exchange
7/22/2016,ING Groep NV,INN GR,INN1 GR,Unofficial Change to Comply with Exchange
7/22/2016,Lyxor Euro Government Bond 5-7Y DR UCITS ETF,LYXMTC GR,LYXC GR,No Reason Supplied by Exchange
7/22/2016,Lyxor Euro Government Bond 7-10Y DR UCITS ETF,LYXMTD GR,LYXD GR,Unofficial Change to Comply with Exchange
7/22/2016,Lyxor Euro Government Bond 15+Y DR UCITS ETF,LYXMTF GR,LYXF GR,No Reason Supplied by Exchange
7/22/2016,Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond DR UCITS ETF,LYXMAA GR,LYXA GR,No Reason Supplied by Exchange
7/25/2016,Solutions 30 SE,30L1 GR,30L2 GR,Unofficial Change to Comply with Exchange
7/26/2016,StarDSL AG,IKH GR,IKHK GR,Reverse Stock Split
7/26/2016,Kenmare Resources PLC,JEV GR,JEVA GR,Unofficial Change to Comply with Exchange
7/26/2016,Madrigal Pharmaceuticals Inc,YDO GR,YDO1 GR,Unofficial Change to Comply with Exchange
7/26/2016,CDTi Advanced Materials Inc,CDIB GR,CDIC GR,Unofficial Change to Comply with Exchange
7/27/2016,Inmobiliaria Colonial Socimi SA,USC1 GR,HSC2 GR,Unofficial Change to Comply with Exchange
7/29/2016,Caladrius Biosciences Inc,8NE1 GR,8NE2 GR,Unofficial Change to Comply with Exchange
7/29/2016,Kincora Copper Ltd,BS4A GR,BS4B GR,Unofficial Change to Comply with Exchange
8/1/2016,Palm Hills Developments SAE,PHD1 GR,PHD2 GR,Reverse Stock Split
8/1/2016,Golden Ocean Group Ltd,KT3 GR,KT31 GR,Reverse Stock Split
8/1/2016,Intermediate Capital Group PLC,I2X1 GR,I2X2 GR,Unofficial Change to Comply with Exchange
8/2/2016,PolarityTE Inc,NJTB GR,NJTC GR,Unofficial Change to Comply with Exchange
8/3/2016,Diebold Nixdorf Inc,DLD GR,DBD GR,No Reason Supplied by Exchange
8/3/2016,Moovly Media Inc,0PV1 GR,0PV2 GR,Unofficial Change to Comply with Exchange
8/5/2016,Blender Bites Ltd,JL4K GR,JL4L GR,Name Change
8/5/2016,eCobalt Solutions Inc,FOQ1 GR,ECO GR,Unofficial Change to Comply with Exchange
8/8/2016,Fineqia International Inc,8NSK GR,FNQA GR,Name Change
8/8/2016,Eagle Bulk Shipping Inc,E1BP GR,E1BQ GR,Reverse Stock Split
8/8/2016,Gold Bull Resources Corp,A2V1 GR,A2V2 GR,Reverse Stock Split
8/8/2016,New Destiny Mining Corp,6ND GR,6ND1 GR,Reverse Stock Split
8/9/2016,Greenwich Beteiligungen AG,PEBK GR,PEB GR,Reverse Stock Split
8/9/2016,Pictet - Short-Term Money Market EUR,PIMGR GR,PIM GR,Unofficial Change to Comply with Exchange
8/10/2016,Murchison Minerals Ltd,3TFP GR,3TFQ GR,Unofficial Change to Comply with Exchange
8/10/2016,Atlas Engineered Products Ltd,A6VB GR,A6VC GR,Unofficial Change to Comply with Exchange
8/11/2016,RepliCel Life Sciences Inc,P6P1 GR,P6P2 GR,Unofficial Change to Comply with Exchange
8/15/2016,DryShips Inc,GQTN GR,GQTP GR,No Reason Supplied by Exchange
8/16/2016,Sanacorp Pharmaholding AG,SNC3 GR,SNC4 GR,Reclassification of Shares
8/16/2016,Aethlon Medical Inc,EJU GR,EJUN GR,No Reason Supplied by Exchange
8/19/2016,Canagold Resources Ltd,CARC GR,CAN GR,Unofficial Change to Comply with Exchange
8/19/2016,China Kingstone Mining Holdings Ltd,0KGA GR,06G GR,Unofficial Change to Comply with Exchange
8/22/2016,ZW Data Action Technologies Inc,C5N GR,C5N1 GR,Reverse Stock Split
8/22/2016,Ossen Innovation Co Ltd,0BG1 GR,0BG2 GR,Unofficial Change to Comply with Exchange
8/22/2016,Inca One Gold Corp,SU9 GR,SU91 GR,Unofficial Change to Comply with Exchange
8/23/2016,E3 Metals Corp,OU7M GR,OU7N GR,Reverse Stock Split
8/23/2016,Goldcliff Resources Corp,GDR GR,GDR1 GR,Unofficial Change to Comply with Exchange
8/24/2016,niiio finance group AG,M3E GR,NIII GR,Name Change
8/25/2016,Direxion Daily Natural Gas Related Bull 3X Shares,DX3C GR,6DFB GR,Unofficial Change to Comply with Exchange
8/25/2016,Direxion Daily Junior Gold Miners Index Bear 2X Shares,0DF5 GR,DX3C GR,Unofficial Change to Comply with Exchange
8/26/2016,Rogue Resources Inc,GDO2 GR,GD03 GR,Reverse Stock Split
8/26/2016,Alphatec Holdings Inc,L1Z GR,L1Z1 GR,Unofficial Change to Comply with Exchange
8/29/2016,Atossa Therapeutics Inc,YAG GR,YAG1 GR,Reverse Stock Split
8/29/2016,Manganese X Energy Corp,9SC1 GR,9SC2 GR,Reverse Stock Split
8/29/2016,AIM ImmunoTech Inc,HXB GR,HXB1 GR,Unofficial Change to Comply with Exchange
9/1/2016,Boundary Gold & Copper Mining Ltd,MQSN GR,MQSP GR,Unofficial Change to Comply with Exchange
9/2/2016,Flutter Entertainment PLC,PLSA GR,PPB GR,Unofficial Change to Comply with Exchange
9/2/2016,Silver One Resources Inc,BRK GR,BRK1 GR,Unofficial Change to Comply with Exchange
9/6/2016,Johnson Controls International plc,TYI GR,TYIA GR,Name Change
9/7/2016,GXP German Properties AG,KLVI GR,GXP GR,No Reason Supplied by Exchange
9/8/2016,Trilogy Metals Inc,NK5 GR,NK5A GR,Unofficial Change to Comply with Exchange
9/9/2016,Viracta Therapeutics Inc,RYIN GR,RYIP GR,Unofficial Change to Comply with Exchange
9/9/2016,Alterra Power Corp,9ME GR,9ME1 GR,Reverse Stock Split
9/12/2016,Geron Corp,GERN GR,GON GR,Unofficial Change to Comply with Exchange
9/12/2016,Euro Sun Mining Inc,OL1 GR,OL11 GR,Unofficial Change to Comply with Exchange
9/12/2016,Hunter Technology Corp,RWP1 GR,RWPN GR,Unofficial Change to Comply with Exchange
9/12/2016,Mexican Gold Mining Corp,4QW GR,4QW1 GR,Unofficial Change to Comply with Exchange
9/12/2016,Sonoro Energy Ltd,FDZ1 GR,FDZ2 GR,Unofficial Change to Comply with Exchange
9/13/2016,BIQI International Holdings Corp,7TA GR,7TA1 GR,Unofficial Change to Comply with Exchange
9/13/2016,NXT-ID Inc,0NI GR,0NI1 GR,Unofficial Change to Comply with Exchange
9/14/2016,Battalion Oil Corp,RAQJ GR,RAQK GR,Reverse Stock Split
9/15/2016,CAMERIT AG,RTMK GR,RTML GR,Reverse Stock Split
9/16/2016,Euromax Resources Ltd,OMZ GR,OMZA GR,Unofficial Change to Comply with Exchange
9/16/2016,ROK Resources Inc,8P2S GR,8P2N GR,Reverse Stock Split
9/19/2016,Marker Therapeutics Inc,GX1C GR,GX1N GR,Reverse Stock Split
9/19/2016,FunctionX Inc,11V GR,11VN GR,Unofficial Change to Comply with Exchange
9/19/2016,Great Basin Scientific Inc,1GBN GR,1GBM GR,Unofficial Change to Comply with Exchange
9/22/2016,Ming Le Sports AG,ML2 GR,ML2K GR,Reverse Stock Split
9/22/2016,Orange SA,ORAP GR,FTE GR,Unofficial Change to Comply with Exchange
9/23/2016,Sixth Wave Innovations Inc,AHUN GR,AHUH GR,Unofficial Change to Comply with Exchange
9/23/2016,Diamond Fields Resources Inc,D2D1 GR,D2DA GR,Unofficial Change to Comply with Exchange
9/26/2016,Northern Lion Gold Corp,N3E1 GR,N3EN GR,Unofficial Change to Comply with Exchange
9/26/2016,Gadsden Properties Inc,LA9A GR,LA9N GR,Unofficial Change to Comply with Exchange
9/28/2016,Nets A/S,2N1A GR,2N1 GR,No Reason Supplied by Exchange
9/28/2016,Sino-German United AG,GEBK GR,SGU GR,Reverse Stock Split
9/29/2016,Medcap AB,61M GR,61MA GR,Unofficial Change to Comply with Exchange
9/30/2016,Gold Bull Resources Corp,A2V2 GR,A2V4 GR,Reverse Stock Split
9/30/2016,Voyager Metals Inc,9VR GR,9VR1 GR,Reverse Stock Split
10/3/2016,RR Donnelley & Sons Co,DLL GR,DLLN GR,Reverse Stock Split
10/4/2016,Sectra AB,ECRC GR,ECRE GR,Unofficial Change to Comply with Exchange
10/5/2016,Engie Brasil Energia SA,7TE GR,7TE1 GR,Unofficial Change to Comply with Exchange
10/5/2016,Nevada King Gold Corp,R00N GR,R00P GR,Reverse Stock Split
10/5/2016,AGNC Investment Corp,4OQ GR,4OQ1 GR,Unofficial Change to Comply with Exchange
10/5/2016,Pendrell Corp,L6U GR,L6U2 GR,Reverse Stock Split
10/6/2016,Cincinnati Bell Inc,CIB GR,CIB1 GR,Unofficial Change to Comply with Exchange
10/6/2016,Arconic Inc/PA,ALU GR,ALU2 GR,Reverse Stock Split
10/10/2016,InspireMD Inc,II2 GR,II2N GR,Reverse Stock Split
10/11/2016,Lilis Energy Inc,0KF1 GR,0KF2 GR,Reverse Stock Split
10/12/2016,Daohe Global Group Ltd,LMR1 GR,LMR2 GR,Unofficial Change to Comply with Exchange
10/12/2016,Empire Metals Ltd,NOG GR,NOGN GR,Name Change
10/13/2016,Sorrento Tech Inc,1R3 GR,1R31 GR,Unofficial Change to Comply with Exchange
10/13/2016,Kiplin Metals Inc,17G1 GR,17G2 GR,Unofficial Change to Comply with Exchange
10/14/2016,Soligenix Inc,DOA1 GR,DOA2 GR,Unofficial Change to Comply with Exchange
10/17/2016,flatexDEGIRO AG,FLA GR,FLAN GR,Reclassification of Shares
10/17/2016,Black Dragon Gold Corp,CDC GR,BCD GR,Name Change
10/17/2016,Pernix Therapeutics Holdings Inc,GTAP GR,GTAQ GR,Unofficial Change to Comply with Exchange
10/18/2016,Argentina Lithium & Energy Corp,OAY1 GR,OAY2 GR,Unofficial Change to Comply with Exchange
10/18/2016,Camrova Resources Inc,B1Y GR,B1Y1 GR,Unofficial Change to Comply with Exchange
10/19/2016,Seven Group Holdings Ltd,SJD GR,9SG GR,Unofficial Change to Comply with Exchange
10/19/2016,XOMA Corp,X0M GR,X0M1 GR,Reverse Stock Split
10/19/2016,enX Group Ltd,4A2 GR,4A21 GR,Unofficial Change to Comply with Exchange
10/20/2016,Globus Maritime Ltd,0G9 GR,0G91 GR,Unofficial Change to Comply with Exchange
10/21/2016,Canamex Gold Corp,CX6 GR,CX61 GR,Reverse Stock Split
10/24/2016,Banco Comercial Portugues SA,BCP GR,BCPN GR,No Reason Supplied by Exchange
10/25/2016,Dream Global Real Estate Investment Trust,DUN GR,DRG GR,No Reason Supplied by Exchange
10/25/2016,Organic Garage Ltd,9CW GR,9CW1 GR,Reverse Stock Split
10/27/2016,flatexDEGIRO AG,FLAN GR,FT0 GR,No Reason Supplied by Exchange
10/28/2016,Hongli Clean Energy Technologies Corp,AA7B GR,AA7C GR,Unofficial Change to Comply with Exchange
11/1/2016,Arctic Star Exploration Corp,82A GR,82A1 GR,Unofficial Change to Comply with Exchange
11/1/2016,Tethys Oil AB,TZB1 GR,TZB2 GR,No Reason Supplied by Exchange
11/3/2016,WEQ Holdings Inc,5W8 GR,5W81 GR,Reverse Stock Split
