effective_date,name,old_ticker,new_ticker,reason
8/3/2015,China e-Wallet Payment Group Ltd,2918 HK,802 HK,Parallel Trading
8/3/2015,C Cheng Holdings Ltd,8320 HK,1486 HK,No Reason Supplied by Exchange
8/5/2015,CT Environmental Group Ltd,2919 HK,1363 HK,Parallel Trading
8/5/2015,Transmit Entertainment Ltd,2920 HK,1326 HK,Parallel Trading
8/5/2015,China Baofeng International Ltd,8146 HK,3966 HK,No Reason Supplied by Exchange
8/7/2015,China National Culture Group Ltd,2921 HK,745 HK,Parallel Trading
8/7/2015,South China Holdings Co Ltd,2928 HK,413 HK,Parallel Trading
8/10/2015,Imperium Financial Group Ltd,8385 HK,8029 HK,Parallel Trading
8/10/2015,China LNG Group Ltd,931 HK,2953 HK,No Reason Supplied by Exchange
8/14/2015,CircuTech International Holdings Ltd,8051 HK,8389 HK,No Reason Supplied by Exchange
8/17/2015,Willas-Array Electronics Holdings Ltd,854 HK,2954 HK,No Reason Supplied by Exchange
8/17/2015,Greatwalle Inc,8315 HK,8390 HK,No Reason Supplied by Exchange
8/18/2015,Tech Pro Technology Development Ltd,3823 HK,2955 HK,No Reason Supplied by Exchange
8/19/2015,China Greenland Broad Greenstate Group Co Ltd,1253 HK,2960 HK,No Reason Supplied by Exchange
8/24/2015,China LNG Group Ltd,2953 HK,931 HK,Parallel Trading
8/24/2015,Farnova Group Holdings Ltd,8153 HK,8376 HK,No Reason Supplied by Exchange
8/25/2015,China Evergrande New Energy Vehicle Group Ltd,708 HK,2973 HK,No Reason Supplied by Exchange
8/28/2015,CircuTech International Holdings Ltd,8389 HK,8051 HK,Parallel Trading
8/31/2015,Willas-Array Electronics Holdings Ltd,2954 HK,854 HK,Parallel Trading
8/31/2015,Greatwalle Inc,8390 HK,8315 HK,Parallel Trading
8/31/2015,Net-a-Go Technology Co Ltd,8107 HK,1483 HK,No Reason Supplied by Exchange
9/1/2015,Tech Pro Technology Development Ltd,2955 HK,3823 HK,Parallel Trading
9/2/2015,China Greenland Broad Greenstate Group Co Ltd,2960 HK,1253 HK,Parallel Trading
9/8/2015,Farnova Group Holdings Ltd,8376 HK,8153 HK,Parallel Trading
9/8/2015,BC Technology Group Ltd,8219 HK,863 HK,No Reason Supplied by Exchange
9/9/2015,China Evergrande New Energy Vehicle Group Ltd,2973 HK,708 HK,Parallel Trading
9/9/2015,hmvod Ltd,8103 HK,8393 HK,No Reason Supplied by Exchange
9/14/2015,FDG Kinetic Ltd,378 HK,2983 HK,No Reason Supplied by Exchange
9/16/2015,Glory Sun Land Group Ltd,299 HK,2986 HK,No Reason Supplied by Exchange
9/22/2015,NOVA Group Holdings Ltd,1360 HK,2988 HK,No Reason Supplied by Exchange
9/23/2015,hmvod Ltd,8393 HK,8103 HK,Parallel Trading
9/25/2015,Sheen Tai Holdings Grp Co Ltd,1335 HK,2991 HK,No Reason Supplied by Exchange
9/29/2015,FDG Kinetic Ltd,2983 HK,378 HK,Parallel Trading
9/29/2015,HNA Technology Investments Holdings Ltd,8210 HK,2086 HK,No Reason Supplied by Exchange
10/2/2015,Glory Sun Land Group Ltd,2986 HK,299 HK,Parallel Trading
10/2/2015,Renheng Enterprise Holdings Ltd,3628 HK,2992 HK,No Reason Supplied by Exchange
10/5/2015,ICO Group Ltd,8140 HK,8396 HK,No Reason Supplied by Exchange
10/8/2015,NOVA Group Holdings Ltd,2988 HK,1360 HK,Parallel Trading
10/8/2015,Eminence Enterprise Ltd,616 HK,2997 HK,No Reason Supplied by Exchange
10/9/2015,Millennium Pacific Group Holdings Ltd,8147 HK,8397 HK,No Reason Supplied by Exchange
10/13/2015,Sheen Tai Holdings Grp Co Ltd,2991 HK,1335 HK,Parallel Trading
10/15/2015,Farnova Group Holdings Ltd,8153 HK,8398 HK,No Reason Supplied by Exchange
10/16/2015,Renheng Enterprise Holdings Ltd,2992 HK,3628 HK,Parallel Trading
10/19/2015,ICO Group Ltd,8396 HK,8140 HK,Parallel Trading
10/19/2015,Zall Smart Commerce Group Ltd,2098 HK,2901 HK,No Reason Supplied by Exchange
10/23/2015,Eminence Enterprise Ltd,2997 HK,616 HK,Parallel Trading
10/23/2015,Hifood Group Holdings Co Ltd,442 HK,2903 HK,No Reason Supplied by Exchange
10/26/2015,Millennium Pacific Group Holdings Ltd,8397 HK,8147 HK,Parallel Trading
10/27/2015,HengTen Networks Group Ltd,136 HK,2904 HK,No Reason Supplied by Exchange
10/27/2015,Ming Lam Holdings Ltd,1106 HK,2910 HK,No Reason Supplied by Exchange
10/30/2015,Farnova Group Holdings Ltd,8398 HK,8153 HK,Parallel Trading
10/30/2015,Major Holdings Ltd,8209 HK,1389 HK,No Reason Supplied by Exchange
11/3/2015,Zall Smart Commerce Group Ltd,2901 HK,2098 HK,Parallel Trading
11/5/2015,China Resources and Transportation Group Ltd,269 HK,2913 HK,No Reason Supplied by Exchange
11/6/2015,Hifood Group Holdings Co Ltd,2903 HK,442 HK,Parallel Trading
11/9/2015,China Star Entertainment Ltd,326 HK,2902 HK,No Reason Supplied by Exchange
11/9/2015,Hao Wen Holdings Ltd,8019 HK,8399 HK,No Reason Supplied by Exchange
11/10/2015,Ming Lam Holdings Ltd,2910 HK,1106 HK,Parallel Trading
11/10/2015,HengTen Networks Group Ltd,2904 HK,136 HK,Parallel Trading
11/10/2015,Sino Vision Worldwide Holdings Ltd,8086 HK,8400 HK,No Reason Supplied by Exchange
11/16/2015,SEEC Media Group Ltd,205 HK,2917 HK,No Reason Supplied by Exchange
11/17/2015,Orient Victory Travel Group Co Ltd,265 HK,2906 HK,No Reason Supplied by Exchange
11/19/2015,China Resources and Transportation Group Ltd,2913 HK,269 HK,Parallel Trading
11/20/2015,Shunten International Holdings Ltd,8185 HK,932 HK,No Reason Supplied by Exchange
11/23/2015,Hao Wen Holdings Ltd,8399 HK,8019 HK,Parallel Trading
11/23/2015,China Star Entertainment Ltd,2902 HK,326 HK,Parallel Trading
11/24/2015,Sino Vision Worldwide Holdings Ltd,8400 HK,8086 HK,Parallel Trading
11/25/2015,China Green Holdings Ltd,904 HK,2920 HK,No Reason Supplied by Exchange
11/30/2015,SEEC Media Group Ltd,2917 HK,205 HK,Parallel Trading
12/1/2015,Orient Victory Travel Group Co Ltd,2906 HK,265 HK,Parallel Trading
12/1/2015,Differ Group Holding Co Ltd,6878 HK,2924 HK,No Reason Supplied by Exchange
12/1/2015,China Digital Culture Group Ltd,8175 HK,8373 HK,No Reason Supplied by Exchange
12/7/2015,Zhongzheng International Co Ltd,943 HK,2916 HK,No Reason Supplied by Exchange
12/9/2015,China Green Holdings Ltd,2920 HK,904 HK,Parallel Trading
12/11/2015,First Credit Finance Group Ltd,8215 HK,8372 HK,No Reason Supplied by Exchange
12/14/2015,China Investment & Finance Group Ltd,1226 HK,2925 HK,No Reason Supplied by Exchange
12/15/2015,China Digital Culture Group Ltd,8373 HK,8175 HK,Parallel Trading
12/15/2015,Differ Group Holding Co Ltd,2924 HK,6878 HK,Parallel Trading
12/21/2015,Zhongzheng International Co Ltd,2916 HK,943 HK,Parallel Trading
12/22/2015,China Agri-Products Exchange Ltd,149 HK,2927 HK,No Reason Supplied by Exchange
12/22/2015,Hang Tai Yue Group Holdings Ltd,8081 HK,8375 HK,No Reason Supplied by Exchange
12/22/2015,Celebrate International Holdings Ltd,8212 HK,8376 HK,No Reason Supplied by Exchange
12/23/2015,Sam Woo Construction Group Ltd,3822 HK,2929 HK,No Reason Supplied by Exchange
12/28/2015,First Credit Finance Group Ltd,8372 HK,8215 HK,Parallel Trading
12/28/2015,Greater China Financial Holdings Ltd,431 HK,2931 HK,No Reason Supplied by Exchange
12/29/2015,China Investment & Finance Group Ltd,2925 HK,1226 HK,Parallel Trading
12/30/2015,Heng Tai Consumables Group Ltd,197 HK,2930 HK,No Reason Supplied by Exchange
12/30/2015,hmvod Ltd,8103 HK,8378 HK,No Reason Supplied by Exchange
1/7/2016,China Agri-Products Exchange Ltd,2927 HK,149 HK,Parallel Trading
1/7/2016,Hang Tai Yue Group Holdings Ltd,8375 HK,8081 HK,Parallel Trading
1/7/2016,Celebrate International Holdings Ltd,8376 HK,8212 HK,Parallel Trading
1/8/2016,Sam Woo Construction Group Ltd,2929 HK,3822 HK,Parallel Trading
1/12/2016,Greater China Financial Holdings Ltd,2931 HK,431 HK,Parallel Trading
1/12/2016,China Properties Investment Holdings Ltd,736 HK,2937 HK,No Reason Supplied by Exchange
1/12/2016,Global Mastermind Capital Ltd,905 HK,2940 HK,No Reason Supplied by Exchange
1/13/2016,China Sinostar Group Co Ltd,485 HK,2928 HK,No Reason Supplied by Exchange
1/13/2016,Quali-Smart Holdings Ltd,1348 HK,2936 HK,No Reason Supplied by Exchange
1/14/2016,hmvod Ltd,8378 HK,8103 HK,Parallel Trading
1/14/2016,Heng Tai Consumables Group Ltd,2930 HK,197 HK,Parallel Trading
1/26/2016,China Properties Investment Holdings Ltd,2937 HK,736 HK,Parallel Trading
1/26/2016,Global Mastermind Capital Ltd,2940 HK,905 HK,Parallel Trading
1/27/2016,China Sinostar Group Co Ltd,2928 HK,485 HK,Parallel Trading
1/27/2016,Quali-Smart Holdings Ltd,2936 HK,1348 HK,Parallel Trading
2/4/2016,China Demeter Financial Investments Ltd,8120 HK,8386 HK,No Reason Supplied by Exchange
2/11/2016,Vongroup Ltd,318 HK,2943 HK,No Reason Supplied by Exchange
2/22/2016,Aurum Pacific China Group Ltd,8148 HK,8388 HK,No Reason Supplied by Exchange
2/23/2016,China Demeter Financial Investments Ltd,8386 HK,8120 HK,Parallel Trading
2/23/2016,China Biotech Services Holdings Ltd,8037 HK,8389 HK,No Reason Supplied by Exchange
2/25/2016,Vongroup Ltd,2943 HK,318 HK,Parallel Trading
2/29/2016,QPL International Holdings Ltd,243 HK,2946 HK,No Reason Supplied by Exchange
3/7/2016,Aurum Pacific China Group Ltd,8388 HK,8148 HK,Parallel Trading
3/8/2016,China Biotech Services Holdings Ltd,8389 HK,8037 HK,Parallel Trading
3/8/2016,Kirin Group Holdings Ltd,8109 HK,8390 HK,No Reason Supplied by Exchange
3/11/2016,Hong Kong Education International Investments Ltd,1082 HK,2949 HK,No Reason Supplied by Exchange
3/14/2016,QPL International Holdings Ltd,2946 HK,243 HK,Parallel Trading
3/15/2016,New Ray Medicine International Holdings Ltd,6108 HK,2950 HK,No Reason Supplied by Exchange
3/15/2016,PPS International Holdings Ltd,8201 HK,8379 HK,No Reason Supplied by Exchange
3/15/2016,Pinestone Capital Ltd,8097 HK,8395 HK,No Reason Supplied by Exchange
3/16/2016,Wai Yuen Tong Medicine Holdings Ltd,897 HK,2952 HK,No Reason Supplied by Exchange
3/18/2016,Universe Entertainment and Culture Group Co Ltd,1046 HK,2953 HK,No Reason Supplied by Exchange
3/22/2016,Kirin Group Holdings Ltd,8390 HK,8109 HK,Parallel Trading
3/24/2016,Synertone Communication Corp,1613 HK,2954 HK,No Reason Supplied by Exchange
3/29/2016,Hong Kong Education International Investments Ltd,2949 HK,1082 HK,Parallel Trading
3/29/2016,China Huarong Energy Co Ltd,1101 HK,2956 HK,No Reason Supplied by Exchange
3/30/2016,Huabang Technology Holdings Ltd,8036 HK,3638 HK,No Reason Supplied by Exchange
3/30/2016,Master Glory Group Ltd,275 HK,2951 HK,No Reason Supplied by Exchange
3/31/2016,New Ray Medicine International Holdings Ltd,2950 HK,6108 HK,Parallel Trading
3/31/2016,PPS International Holdings Ltd,8379 HK,8201 HK,Parallel Trading
3/31/2016,Pinestone Capital Ltd,8395 HK,8097 HK,Parallel Trading
4/1/2016,Wai Yuen Tong Medicine Holdings Ltd,2952 HK,897 HK,Parallel Trading
4/1/2016,Link-Asia International MedTech Group Ltd,1143 HK,2957 HK,No Reason Supplied by Exchange
4/5/2016,Neway Group Holdings Ltd,55 HK,2959 HK,No Reason Supplied by Exchange
4/6/2016,Universe Entertainment and Culture Group Co Ltd,2953 HK,1046 HK,Parallel Trading
4/6/2016,Power Financial Group Ltd,397 HK,2960 HK,No Reason Supplied by Exchange
4/11/2016,Hephaestus Holdings Ltd,8173 HK,8399 HK,No Reason Supplied by Exchange
4/12/2016,Synertone Communication Corp,2954 HK,1613 HK,Parallel Trading
4/13/2016,China Huarong Energy Co Ltd,2956 HK,1101 HK,Parallel Trading
4/14/2016,Master Glory Group Ltd,2951 HK,275 HK,Parallel Trading
4/18/2016,Link-Asia International MedTech Group Ltd,2957 HK,1143 HK,Parallel Trading
4/19/2016,Neway Group Holdings Ltd,2959 HK,55 HK,Parallel Trading
4/19/2016,Finsoft Financial Investment Holdings Ltd,8018 HK,8400 HK,No Reason Supplied by Exchange
4/20/2016,Power Financial Group Ltd,2960 HK,397 HK,Parallel Trading
4/25/2016,Hephaestus Holdings Ltd,8399 HK,8173 HK,Parallel Trading
4/26/2016,China Jicheng Holdings Ltd,1027 HK,2966 HK,No Reason Supplied by Exchange
5/3/2016,Green Economy Development Ltd,1315 HK,2967 HK,No Reason Supplied by Exchange
5/4/2016,Finsoft Financial Investment Holdings Ltd,8400 HK,8018 HK,Parallel Trading
5/4/2016,China Trustful Group Ltd,8265 HK,8377 HK,No Reason Supplied by Exchange
5/6/2016,Huabang Technology Holdings Ltd,3638 HK,2970 HK,No Reason Supplied by Exchange
5/11/2016,China Jicheng Holdings Ltd,2966 HK,1027 HK,Parallel Trading
5/12/2016,Huscoke Holdings Ltd,704 HK,2971 HK,No Reason Supplied by Exchange
5/13/2016,China Power New Energy Development Co Ltd,735 HK,2972 HK,No Reason Supplied by Exchange
5/17/2016,Green Economy Development Ltd,2967 HK,1315 HK,Parallel Trading
5/17/2016,Haitian Energy International Ltd,8261 HK,8382 HK,No Reason Supplied by Exchange
5/18/2016,China Trustful Group Ltd,8377 HK,8265 HK,Parallel Trading
5/18/2016,E-Commodities Holdings Ltd,1733 HK,2973 HK,No Reason Supplied by Exchange
5/20/2016,Huabang Technology Holdings Ltd,2970 HK,3638 HK,Parallel Trading
5/20/2016,Zhonghua Gas Holdings Ltd,8246 HK,8381 HK,No Reason Supplied by Exchange
5/23/2016,Rich Goldman Holdings Ltd,70 HK,2974 HK,No Reason Supplied by Exchange
5/24/2016,GET Holdings Ltd,8100 HK,8383 HK,No Reason Supplied by Exchange
5/26/2016,Huscoke Holdings Ltd,2971 HK,704 HK,Parallel Trading
5/27/2016,Future Bright Mining Holdings Ltd,2212 HK,2944 HK,No Reason Supplied by Exchange
5/27/2016,China Power New Energy Development Co Ltd,2972 HK,735 HK,Parallel Trading
5/31/2016,Haitian Energy International Ltd,8382 HK,8261 HK,Parallel Trading
5/31/2016,Imagi International Holdings Ltd,585 HK,2975 HK,No Reason Supplied by Exchange
6/1/2016,E-Commodities Holdings Ltd,2973 HK,1733 HK,Parallel Trading
6/3/2016,Zhonghua Gas Holdings Ltd,8381 HK,8246 HK,Parallel Trading
6/6/2016,Rich Goldman Holdings Ltd,2974 HK,70 HK,Parallel Trading
6/7/2016,GET Holdings Ltd,8383 HK,8100 HK,Parallel Trading
6/10/2016,Sino Splendid Holdings Ltd,8006 HK,8375 HK,No Reason Supplied by Exchange
6/10/2016,Endurance RP Ltd,575 HK,2978 HK,No Reason Supplied by Exchange
6/13/2016,Future Bright Mining Holdings Ltd,2944 HK,2212 HK,Parallel Trading
6/15/2016,Imagi International Holdings Ltd,2975 HK,585 HK,Parallel Trading
6/15/2016,Boill Healthcare Holdings Ltd,1246 HK,2969 HK,No Reason Supplied by Exchange
6/21/2016,CMMB Vision Holdings Ltd,471 HK,2980 HK,No Reason Supplied by Exchange
6/22/2016,M-Resources Group Ltd,8186 HK,8385 HK,No Reason Supplied by Exchange
6/23/2016,Legendary Group Ltd,8195 HK,8386 HK,No Reason Supplied by Exchange
6/24/2016,Endurance RP Ltd,2978 HK,575 HK,Parallel Trading
6/24/2016,Sino Splendid Holdings Ltd,8375 HK,8006 HK,Parallel Trading
6/28/2016,Food Idea Holdings Ltd,8179 HK,8387 HK,No Reason Supplied by Exchange
6/29/2016,Boill Healthcare Holdings Ltd,2969 HK,1246 HK,Parallel Trading
6/30/2016,Enterprise Development Holdings Ltd,1808 HK,2986 HK,No Reason Supplied by Exchange
7/6/2016,CMMB Vision Holdings Ltd,2980 HK,471 HK,Parallel Trading
7/6/2016,Harbour Digital Asset Capital Ltd,913 HK,2981 HK,No Reason Supplied by Exchange
7/7/2016,M-Resources Group Ltd,8385 HK,8186 HK,Parallel Trading
7/7/2016,Qianhai Health Holdings Ltd,911 HK,2988 HK,No Reason Supplied by Exchange
7/8/2016,Legendary Group Ltd,8386 HK,8195 HK,Parallel Trading
7/8/2016,Solomon Worldwide Holdings Ltd,8133 HK,8388 HK,No Reason Supplied by Exchange
7/13/2016,Food Idea Holdings Ltd,8387 HK,8179 HK,Parallel Trading
7/15/2016,Enterprise Development Holdings Ltd,2986 HK,1808 HK,Parallel Trading
7/20/2016,Harbour Digital Asset Capital Ltd,2981 HK,913 HK,Parallel Trading
7/21/2016,Qianhai Health Holdings Ltd,2988 HK,911 HK,Parallel Trading
7/22/2016,Solomon Worldwide Holdings Ltd,8388 HK,8133 HK,Parallel Trading
7/26/2016,Larry Jewelry International Co Ltd,8351 HK,8390 HK,No Reason Supplied by Exchange
8/1/2016,New Universe Environmental Group Ltd,8068 HK,436 HK,No Reason Supplied by Exchange
8/1/2016,Lamtex Holdings Ltd,1041 HK,2993 HK,No Reason Supplied by Exchange
8/9/2016,Larry Jewelry International Co Ltd,8390 HK,8351 HK,Parallel Trading
8/11/2016,Grand Peace Group Holdings Ltd,8108 HK,8392 HK,No Reason Supplied by Exchange
8/15/2016,Lamtex Holdings Ltd,2993 HK,1041 HK,Parallel Trading
8/15/2016,Kwan On Holdings Ltd,8305 HK,1559 HK,No Reason Supplied by Exchange
8/15/2016,Lerado Financial Group Co Ltd,1225 HK,2997 HK,No Reason Supplied by Exchange
8/19/2016,KPM Holding Ltd,8027 HK,8393 HK,No Reason Supplied by Exchange
8/25/2016,Grand Peace Group Holdings Ltd,8392 HK,8108 HK,Parallel Trading
8/29/2016,Lerado Financial Group Co Ltd,2997 HK,1225 HK,Parallel Trading
9/2/2016,KPM Holding Ltd,8393 HK,8027 HK,Parallel Trading
9/6/2016,Hong Kong ChaoShang Group Ltd,2322 HK,2900 HK,No Reason Supplied by Exchange
9/7/2016,China Kingstone Mining Holdings Ltd,1380 HK,2902 HK,No Reason Supplied by Exchange
9/12/2016,China Wood Optimization Holding Ltd,8099 HK,1885 HK,No Reason Supplied by Exchange
9/19/2016,Chong Sing Holdings FinTech Gr,8207 HK,8395 HK,No Reason Supplied by Exchange
9/21/2016,Hong Kong ChaoShang Group Ltd,2900 HK,2322 HK,Parallel Trading
9/22/2016,China Kingstone Mining Holdings Ltd,2902 HK,1380 HK,Parallel Trading
9/23/2016,China New Economy Fund Ltd,80 HK,2906 HK,No Reason Supplied by Exchange
9/23/2016,Sau San Tong Holdings Ltd,8200 HK,8551 HK,No Reason Supplied by Exchange
9/27/2016,Daohe Global Group Ltd,915 HK,2907 HK,No Reason Supplied by Exchange
9/30/2016,Century Energy International Holdings Ltd,8132 HK,8552 HK,No Reason Supplied by Exchange
10/3/2016,Chong Sing Holdings FinTech Gr,8395 HK,8207 HK,Parallel Trading
10/7/2016,China New Economy Fund Ltd,2906 HK,80 HK,Parallel Trading
10/7/2016,Sau San Tong Holdings Ltd,8551 HK,8200 HK,Parallel Trading
10/7/2016,HKC Holdings Ltd,190 HK,2909 HK,No Reason Supplied by Exchange
10/12/2016,Daohe Global Group Ltd,2907 HK,915 HK,Parallel Trading
10/12/2016,ICO Group Ltd,8140 HK,1460 HK,No Reason Supplied by Exchange
10/17/2016,Century Energy International Holdings Ltd,8552 HK,8132 HK,Parallel Trading
10/21/2016,China Environmental Energy Investment Ltd,986 HK,2910 HK,No Reason Supplied by Exchange
10/24/2016,HKC Holdings Ltd,2909 HK,190 HK,Parallel Trading
10/26/2016,Synergy Group Holdings International Ltd,8105 HK,1539 HK,No Reason Supplied by Exchange
10/28/2016,Redco Properties Group Ltd,1622 HK,2914 HK,No Reason Supplied by Exchange
11/2/2016,Cornerstone Financial Holdings Ltd,8112 HK,8555 HK,No Reason Supplied by Exchange
11/4/2016,China Environmental Energy Investment Ltd,2910 HK,986 HK,Parallel Trading
11/4/2016,Inno-Tech Holdings Ltd,8202 HK,8556 HK,No Reason Supplied by Exchange
11/8/2016,Madison Holdings Group Ltd,8057 HK,8557 HK,No Reason Supplied by Exchange
11/11/2016,Redco Properties Group Ltd,2914 HK,1622 HK,Parallel Trading
11/14/2016,Chinese Food and Beverage Group,8272 HK,8553 HK,No Reason Supplied by Exchange
11/16/2016,Cornerstone Financial Holdings Ltd,8555 HK,8112 HK,Parallel Trading
11/17/2016,BeijingWest Industries International Ltd,2339 HK,2918 HK,No Reason Supplied by Exchange
11/18/2016,Inno-Tech Holdings Ltd,8556 HK,8202 HK,Parallel Trading
11/22/2016,Madison Holdings Group Ltd,8557 HK,8057 HK,Parallel Trading
11/28/2016,Chinese Food and Beverage Group,8553 HK,8272 HK,Parallel Trading
12/1/2016,BeijingWest Industries International Ltd,2918 HK,2339 HK,Parallel Trading
12/7/2016,Semiconductor Manufacturing International Corp,981 HK,2920 HK,No Reason Supplied by Exchange
12/7/2016,Wang On Properties Ltd,1243 HK,2924 HK,No Reason Supplied by Exchange
12/7/2016,Wealth Glory Holdings Ltd,8269 HK,8559 HK,No Reason Supplied by Exchange
12/8/2016,Global Token Ltd,8192 HK,8561 HK,No Reason Supplied by Exchange
12/15/2016,On Real International Holdings Ltd,8245 HK,8563 HK,No Reason Supplied by Exchange
12/21/2016,Semiconductor Manufacturing International Corp,2920 HK,981 HK,Parallel Trading
12/21/2016,Wang On Properties Ltd,2924 HK,1243 HK,Parallel Trading
12/21/2016,Wealth Glory Holdings Ltd,8559 HK,8269 HK,Parallel Trading
12/21/2016,Gold-Finance Holdings Ltd,1462 HK,2927 HK,No Reason Supplied by Exchange
12/22/2016,Global Token Ltd,8561 HK,8192 HK,Parallel Trading
1/3/2017,On Real International Holdings Ltd,8563 HK,8245 HK,Parallel Trading
1/9/2017,Gold-Finance Holdings Ltd,2927 HK,1462 HK,Parallel Trading
1/13/2017,M-Resources Group Ltd,8186 HK,8566 HK,No Reason Supplied by Exchange
1/19/2017,Phoenitron Holdings Ltd,8066 HK,8567 HK,No Reason Supplied by Exchange
1/27/2017,M-Resources Group Ltd,8566 HK,8186 HK,Parallel Trading
2/6/2017,Phoenitron Holdings Ltd,8567 HK,8066 HK,Parallel Trading
2/6/2017,CircuTech International Holdings Ltd,8051 HK,8571 HK,No Reason Supplied by Exchange
2/8/2017,Capital VC Ltd,2324 HK,2936 HK,No Reason Supplied by Exchange
2/16/2017,Kaisun Holdings Ltd,8203 HK,8573 HK,No Reason Supplied by Exchange
2/20/2017,CircuTech International Holdings Ltd,8571 HK,8051 HK,Parallel Trading
2/21/2017,Easy One Financial Group Ltd,221 HK,2939 HK,No Reason Supplied by Exchange
2/22/2017,Capital VC Ltd,2936 HK,2324 HK,Parallel Trading
2/24/2017,Golden Century International Holdings Group Ltd,91 HK,2942 HK,No Reason Supplied by Exchange
2/28/2017,China First Capital Group Ltd,1269 HK,2943 HK,No Reason Supplied by Exchange
3/1/2017,Bamboos Health Care Holdings Ltd,8216 HK,2293 HK,No Reason Supplied by Exchange
3/2/2017,Kaisun Holdings Ltd,8573 HK,8203 HK,Parallel Trading
3/7/2017,Easy One Financial Group Ltd,2939 HK,221 HK,Parallel Trading
3/10/2017,Golden Century International Holdings Group Ltd,2942 HK,91 HK,Parallel Trading
3/13/2017,Imagi International Holdings Ltd,585 HK,2947 HK,No Reason Supplied by Exchange
3/14/2017,China First Capital Group Ltd,2943 HK,1269 HK,Parallel Trading
3/27/2017,Imagi International Holdings Ltd,2947 HK,585 HK,Parallel Trading
3/27/2017,Asia Energy Logistics Group Ltd,351 HK,2948 HK,No Reason Supplied by Exchange
3/28/2017,Chinlink International Holdings Ltd,997 HK,2949 HK,No Reason Supplied by Exchange
4/11/2017,Asia Energy Logistics Group Ltd,2948 HK,351 HK,Parallel Trading
4/12/2017,Chinlink International Holdings Ltd,2949 HK,997 HK,Parallel Trading
4/18/2017,Grand Peace Group Holdings Ltd,8108 HK,8578 HK,No Reason Supplied by Exchange
4/24/2017,OKG Technology Holdings Ltd,1499 HK,2951 HK,No Reason Supplied by Exchange
4/27/2017,Jintai Energy Holdings Ltd,2728 HK,2960 HK,No Reason Supplied by Exchange
5/4/2017,Grand Peace Group Holdings Ltd,8578 HK,8108 HK,Parallel Trading
5/10/2017,OKG Technology Holdings Ltd,2951 HK,1499 HK,Parallel Trading
5/10/2017,Telecom Digital Holdings Ltd,8336 HK,6033 HK,No Reason Supplied by Exchange
5/10/2017,Yi Hua Holdings Ltd,2213 HK,2961 HK,No Reason Supplied by Exchange
5/15/2017,Jintai Energy Holdings Ltd,2960 HK,2728 HK,Parallel Trading
5/15/2017,Xinyang Maojian Group Ltd,362 HK,2957 HK,No Reason Supplied by Exchange
5/19/2017,Playmates Holdings Ltd,635 HK,2964 HK,No Reason Supplied by Exchange
5/24/2017,Yi Hua Holdings Ltd,2961 HK,2213 HK,Parallel Trading
5/29/2017,Xinyang Maojian Group Ltd,2957 HK,362 HK,Parallel Trading
6/2/2017,APAC Resources Ltd,1104 HK,2968 HK,No Reason Supplied by Exchange
6/5/2017,Playmates Holdings Ltd,2964 HK,635 HK,Parallel Trading
6/5/2017,SMI Holdings Group Ltd,198 HK,2969 HK,No Reason Supplied by Exchange
6/8/2017,Pinestone Capital Ltd,8097 HK,804 HK,No Reason Supplied by Exchange
6/16/2017,APAC Resources Ltd,2968 HK,1104 HK,Parallel Trading
6/19/2017,SMI Holdings Group Ltd,2969 HK,198 HK,Parallel Trading
6/20/2017,REF Holdings Ltd,8177 HK,1631 HK,No Reason Supplied by Exchange
6/27/2017,Chinese Strategic Holdings Ltd,8089 HK,8583 HK,No Reason Supplied by Exchange
6/28/2017,Midland IC&I Ltd,459 HK,2974 HK,No Reason Supplied by Exchange
7/6/2017,Courage Investment Group Ltd,1145 HK,2975 HK,No Reason Supplied by Exchange
7/10/2017,Steering Holdings Ltd,8248 HK,1826 HK,No Reason Supplied by Exchange
7/11/2017,Chinese Strategic Holdings Ltd,8583 HK,8089 HK,Parallel Trading
7/12/2017,Midland IC&I Ltd,2974 HK,459 HK,Parallel Trading
7/20/2017,Courage Investment Group Ltd,2975 HK,1145 HK,Parallel Trading
7/21/2017,Brainhole Technology Ltd,8327 HK,2203 HK,No Reason Supplied by Exchange
7/27/2017,PPS International Holdings Ltd,8201 HK,8587 HK,No Reason Supplied by Exchange
8/10/2017,PPS International Holdings Ltd,8587 HK,8201 HK,Parallel Trading
8/10/2017,Daohe Global Group Ltd,915 HK,2980 HK,No Reason Supplied by Exchange
8/11/2017,China LNG Group Ltd,931 HK,2981 HK,No Reason Supplied by Exchange
8/11/2017,China Public Procurement Ltd,1094 HK,2982 HK,No Reason Supplied by Exchange
8/15/2017,Lai Sun Garment International Ltd,191 HK,2970 HK,No Reason Supplied by Exchange
8/15/2017,Lai Sun Development Co Ltd,488 HK,2971 HK,No Reason Supplied by Exchange
8/15/2017,Lai Fung Holdings Ltd,1125 HK,2984 HK,No Reason Supplied by Exchange
8/24/2017,Daohe Global Group Ltd,2980 HK,915 HK,Parallel Trading
8/25/2017,China LNG Group Ltd,2981 HK,931 HK,Parallel Trading
8/25/2017,China Public Procurement Ltd,2982 HK,1094 HK,Parallel Trading
8/28/2017,Green Leader Holdings Group Ltd,61 HK,2979 HK,No Reason Supplied by Exchange
8/29/2017,Lai Sun Garment International Ltd,2970 HK,191 HK,Parallel Trading
8/29/2017,Lai Sun Development Co Ltd,2971 HK,488 HK,Parallel Trading
